GO_ID	LEVEL	NAME
GO:2000023	8	regulation of lateral root development
GO:2000024	7	regulation of leaf development
GO:2000025	9	regulation of leaf formation
GO:2000026	5	regulation of multicellular organismal development
GO:2000027	6	regulation of animal organ morphogenesis
GO:2000028	7	regulation of photoperiodism, flowering
GO:2000029	7	regulation of proanthocyanidin biosynthetic process
GO:2000030	5	regulation of response to red or far red light
GO:2000031	7	regulation of salicylic acid mediated signaling pathway
GO:2000032	8	regulation of secondary shoot formation
GO:2000033	9	regulation of seed dormancy process
GO:2000034	8	regulation of seed maturation
GO:2000035	6	regulation of stem cell division
GO:2000036	5	regulation of stem cell population maintenance
GO:2000037	6	regulation of stomatal complex patterning
GO:2000038	7	regulation of stomatal complex development
GO:2000039	8	regulation of trichome morphogenesis
GO:2000040	10	regulation of planar cell polarity pathway involved in axis elongation
GO:2000041	11	negative regulation of planar cell polarity pathway involved in axis elongation
GO:2000042	11	negative regulation of double-strand break repair via homologous recombination
GO:2000043	8	regulation of cardiac cell fate specification
GO:2000044	9	negative regulation of cardiac cell fate specification
GO:2000045	9	regulation of G1/S transition of mitotic cell cycle
GO:2000047	7	regulation of cell-cell adhesion mediated by cadherin
GO:2000048	8	negative regulation of cell-cell adhesion mediated by cadherin
GO:2000049	8	positive regulation of cell-cell adhesion mediated by cadherin
GO:2000050	8	regulation of non-canonical Wnt signaling pathway
GO:2000051	9	negative regulation of non-canonical Wnt signaling pathway
GO:2000052	9	positive regulation of non-canonical Wnt signaling pathway
GO:2000053	8	regulation of Wnt signaling pathway involved in dorsal/ventral axis specification
GO:2000054	9	negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification
GO:2000055	9	positive regulation of Wnt signaling pathway involved in dorsal/ventral axis specification
GO:2000056	8	regulation of Wnt signaling pathway involved in digestive tract morphogenesis
GO:2000057	9	negative regulation of Wnt signaling pathway involved in digestive tract morphogenesis
GO:2000058	10	regulation of ubiquitin-dependent protein catabolic process
GO:2000059	11	negative regulation of ubiquitin-dependent protein catabolic process
GO:2000060	11	positive regulation of ubiquitin-dependent protein catabolic process
GO:2000061	8	regulation of ureter smooth muscle cell differentiation
GO:2000062	9	negative regulation of ureter smooth muscle cell differentiation
GO:2000063	9	positive regulation of ureter smooth muscle cell differentiation
GO:2000064	11	regulation of cortisol biosynthetic process
GO:2000065	12	negative regulation of cortisol biosynthetic process
GO:2000066	12	positive regulation of cortisol biosynthetic process
GO:2000067	7	regulation of root morphogenesis
GO:2000068	7	regulation of defense response to insect
GO:2000069	7	regulation of post-embryonic root development
GO:2000070	6	regulation of response to water deprivation
GO:2000071	7	regulation of defense response by callose deposition
GO:2000072	8	regulation of defense response to fungus, incompatible interaction
GO:2000073	9	regulation of cytokinesis, site selection
GO:2000074	7	regulation of type B pancreatic cell development
GO:2000075	10	negative regulation of cytokinesis, site selection
GO:2000076	10	positive regulation cytokinesis, site selection
GO:2000077	8	negative regulation of type B pancreatic cell development
GO:2000078	8	positive regulation of type B pancreatic cell development
GO:2000079	9	regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation
GO:2000080	10	negative regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation
GO:2000081	10	positive regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation
GO:2000082	8	regulation of L-ascorbic acid biosynthetic process
GO:2000083	9	negative regulation of L-ascorbic acid biosynthetic process
GO:2000084	8	regulation of mesenchymal to epithelial transition involved in mesonephros morphogenesis
GO:2000085	9	negative regulation of mesenchymal to epithelial transition involved in mesonephros morphogenesis
GO:2000086	9	positive regulation of mesenchymal to epithelial transition involved in mesonephros morphogenesis
GO:2000087	8	regulation of mesonephric glomerulus development
GO:2000088	9	negative regulation of mesonephric glomerulus development
GO:2000089	9	positive regulation of mesonephric glomerulus development
GO:2000090	9	regulation of mesonephric glomerular mesangial cell proliferation
GO:2000091	10	negative regulation of mesonephric glomerular mesangial cell proliferation
GO:2000092	10	positive regulation of mesonephric glomerular mesangial cell proliferation
GO:2000093	9	regulation of mesonephric nephron tubule epithelial cell differentiation
GO:2000094	10	negative regulation of mesonephric nephron tubule epithelial cell differentiation
GO:2000095	9	regulation of Wnt signaling pathway, planar cell polarity pathway
GO:2000096	10	positive regulation of Wnt signaling pathway, planar cell polarity pathway
GO:2000097	8	regulation of smooth muscle cell-matrix adhesion
GO:2000098	9	negative regulation of smooth muscle cell-matrix adhesion
GO:2000099	6	regulation of establishment or maintenance of bipolar cell polarity
GO:2000100	9	regulation of establishment or maintenance of bipolar cell polarity regulating cell shape
GO:2000101	6	regulation of mammary stem cell proliferation
GO:2000102	7	negative regulation of mammary stem cell proliferation
GO:2000103	7	positive regulation of mammary stem cell proliferation
GO:2000104	10	negative regulation of DNA-dependent DNA replication
GO:2000105	10	positive regulation of DNA-dependent DNA replication
GO:2000106	8	regulation of leukocyte apoptotic process
GO:2000107	9	negative regulation of leukocyte apoptotic process
GO:2000108	9	positive regulation of leukocyte apoptotic process
GO:2000109	9	regulation of macrophage apoptotic process
GO:2000110	10	negative regulation of macrophage apoptotic process
GO:2000111	10	positive regulation of macrophage apoptotic process
GO:2000112	7	regulation of cellular macromolecule biosynthetic process
GO:2000113	8	negative regulation of cellular macromolecule biosynthetic process
GO:2000114	6	regulation of establishment of cell polarity
GO:2000115	10	regulation of maintenance of bipolar cell polarity regulating cell shape
GO:2000116	10	regulation of cysteine-type endopeptidase activity
GO:2000117	12	negative regulation of cysteine-type endopeptidase activity
GO:2000118	9	regulation of sodium-dependent phosphate transport
GO:2000119	10	negative regulation of sodium-dependent phosphate transport
GO:2000120	10	positive regulation of sodium-dependent phosphate transport
GO:2000121	8	regulation of removal of superoxide radicals
GO:2000122	8	negative regulation of stomatal complex development
GO:2000123	8	positive regulation of stomatal complex development
GO:2000124	8	regulation of endocannabinoid signaling pathway
GO:2000125	8	regulation of octopamine or tyramine signaling pathway
GO:2000126	9	negative regulation of octopamine or tyramine signaling pathway
GO:2000127	9	positive regulation of octopamine or tyramine signaling pathway
GO:2000128	9	regulation of octopamine signaling pathway
GO:2000129	10	negative regulation of octopamine signaling pathway
GO:2000130	10	positive regulation of octopamine signaling pathway
GO:2000131	9	regulation of tyramine signaling pathway
GO:2000132	10	negative regulation of tyramine signaling pathway
GO:2000133	10	positive regulation of tyramine signaling pathway
GO:2000134	10	negative regulation of G1/S transition of mitotic cell cycle
GO:2000136	8	regulation of cell proliferation involved in heart morphogenesis
GO:2000137	9	negative regulation of cell proliferation involved in heart morphogenesis
GO:2000138	9	positive regulation of cell proliferation involved in heart morphogenesis
GO:2000139	10	regulation of octopamine signaling pathway involved in response to food
GO:2000140	11	negative regulation of octopamine signaling pathway involved in response to food
GO:2000141	11	positive regulation of octopamine signaling pathway involved in response to food
GO:2000142	11	regulation of DNA-templated transcription, initiation
GO:2000143	12	negative regulation of DNA-templated transcription, initiation
GO:2000144	12	positive regulation of DNA-templated transcription, initiation
GO:2000145	6	regulation of cell motility
GO:2000146	7	negative regulation of cell motility
GO:2000147	7	positive regulation of cell motility
GO:2000148	11	regulation of planar cell polarity pathway involved in ventricular septum morphogenesis
GO:2000149	12	negative regulation of planar cell polarity pathway involved in ventricular septum morphogenesis
GO:2000150	11	regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis
GO:2000151	12	negative regulation of planar cell polarity pathway involved in cardiac muscle tissue morphogenesis
GO:2000152	9	regulation of ubiquitin-specific protease activity
GO:2000155	8	positive regulation of cilium-dependent cell motility
GO:2000156	7	regulation of retrograde vesicle-mediated transport, Golgi to ER
GO:2000157	11	negative regulation of ubiquitin-specific protease activity
GO:2000158	11	positive regulation of ubiquitin-specific protease activity
GO:2000159	10	regulation of planar cell polarity pathway involved in heart morphogenesis
GO:2000160	11	negative regulation of planar cell polarity pathway involved in heart morphogenesis
GO:2000161	11	regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis
GO:2000162	12	negative regulation of planar cell polarity pathway involved in cardiac right atrium morphogenesis
GO:2000163	11	regulation of planar cell polarity pathway involved in outflow tract morphogenesis
GO:2000164	12	negative regulation of planar cell polarity pathway involved in outflow tract morphogenesis
GO:2000165	11	regulation of planar cell polarity pathway involved in pericardium morphogenesis
GO:2000166	12	negative regulation of planar cell polarity pathway involved in pericardium morphogenesis
GO:2000167	10	regulation of planar cell polarity pathway involved in neural tube closure
GO:2000168	11	negative regulation of planar cell polarity pathway involved in neural tube closure
GO:2000169	9	regulation of peptidyl-cysteine S-nitrosylation
GO:2000170	10	positive regulation of peptidyl-cysteine S-nitrosylation
GO:2000171	11	negative regulation of dendrite development
GO:2000172	7	regulation of branching morphogenesis of a nerve
GO:2000173	8	negative regulation of branching morphogenesis of a nerve
GO:2000174	10	regulation of pro-T cell differentiation
GO:2000175	11	negative regulation of pro-T cell differentiation
GO:2000176	11	positive regulation of pro-T cell differentiation
GO:2000177	6	regulation of neural precursor cell proliferation
GO:2000178	7	negative regulation of neural precursor cell proliferation
GO:2000179	7	positive regulation of neural precursor cell proliferation
GO:2000180	10	negative regulation of androgen biosynthetic process
GO:2000181	8	negative regulation of blood vessel morphogenesis
GO:2000182	9	regulation of progesterone biosynthetic process
GO:2000183	10	negative regulation of progesterone biosynthetic process
GO:2000184	10	positive regulation of progesterone biosynthetic process
GO:2000185	10	regulation of phosphate transmembrane transport
GO:2000186	11	negative regulation of phosphate transmembrane transport
GO:2000187	11	positive regulation of phosphate transmembrane transport
GO:2000191	8	regulation of fatty acid transport
GO:2000192	9	negative regulation of fatty acid transport
GO:2000193	9	positive regulation of fatty acid transport
GO:2000194	7	regulation of female gonad development
GO:2000195	8	negative regulation of female gonad development
GO:2000196	8	positive regulation of female gonad development
GO:2000197	6	regulation of ribonucleoprotein complex localization
GO:2000198	7	negative regulation of ribonucleoprotein complex localization
GO:2000199	7	positive regulation of ribonucleoprotein complex localization
GO:2000200	10	regulation of ribosomal subunit export from nucleus
GO:2000201	11	negative regulation of ribosomal subunit export from nucleus
GO:2000202	11	positive regulation of ribosomal subunit export from nucleus
GO:2000203	11	regulation of ribosomal large subunit export from nucleus
GO:2000204	12	negative regulation of ribosomal large subunit export from nucleus
GO:2000205	12	positive regulation of ribosomal large subunit export from nucleus
GO:2000206	11	regulation of ribosomal small subunit export from nucleus
GO:2000207	12	negative regulation of ribosomal small subunit export from nucleus
GO:2000208	12	positive regulation of ribosomal small subunit export from nucleus
GO:2000209	8	regulation of anoikis
GO:2000210	9	positive regulation of anoikis
GO:2000211	9	regulation of glutamate metabolic process
GO:2000212	10	negative regulation of glutamate metabolic process
GO:2000213	10	positive regulation of glutamate metabolic process
GO:2000214	9	regulation of proline metabolic process
GO:2000215	10	negative regulation of proline metabolic process
GO:2000216	10	positive regulation of proline metabolic process
GO:2000217	8	regulation of invasive growth in response to glucose limitation
GO:2000218	9	negative regulation of invasive growth in response to glucose limitation
GO:2000219	9	positive regulation of invasive growth in response to glucose limitation
GO:2000220	8	regulation of pseudohyphal growth
GO:2000221	9	negative regulation of pseudohyphal growth
GO:2000222	9	positive regulation of pseudohyphal growth
GO:2000223	9	regulation of BMP signaling pathway involved in heart jogging
GO:2000224	9	regulation of testosterone biosynthetic process
GO:2000225	10	negative regulation of testosterone biosynthetic process
GO:2000226	7	regulation of pancreatic A cell differentiation
GO:2000227	8	negative regulation of pancreatic A cell differentiation
GO:2000228	8	positive regulation of pancreatic A cell differentiation
GO:2000229	7	regulation of pancreatic stellate cell proliferation
GO:2000230	8	negative regulation of pancreatic stellate cell proliferation
GO:2000231	8	positive regulation of pancreatic stellate cell proliferation
GO:2000232	8	regulation of rRNA processing
GO:2000233	9	negative regulation of rRNA processing
GO:2000234	9	positive regulation of rRNA processing
GO:2000235	9	regulation of tRNA processing
GO:2000236	10	negative regulation of tRNA processing
GO:2000237	10	positive regulation of tRNA processing
GO:2000238	10	regulation of tRNA export from nucleus
GO:2000239	11	negative regulation of tRNA export from nucleus
GO:2000240	11	positive regulation of tRNA export from nucleus
GO:2000241	4	regulation of reproductive process
GO:2000242	5	negative regulation of reproductive process
GO:2000243	5	positive regulation of reproductive process
GO:2000244	8	regulation of FtsZ-dependent cytokinesis
GO:2000245	9	negative regulation of FtsZ-dependent cytokinesis
