DE_gene		UP000001056_306901	UP000001805_367110	UP000001881_771870	UP000008984_431241	pa_allcds_prot_6_32
Pa_6_4220	OG0000134	tr|Q2GUY9|Q2GUY9_CHAGB, tr|Q2HGW1|Q2HGW1_CHAGB	tr|Q1K4N8|Q1K4N8_NEUCR, tr|Q7S065|Q7S065_NEUCR	tr|F7VXE0|F7VXE0_SORMK, tr|F7W822|F7W822_SORMK	tr|G0R8D1|G0R8D1_HYPJQ, tr|G0R9J5|G0R9J5_HYPJQ, tr|G0RDV9|G0RDV9_HYPJQ, tr|G0REM8|G0REM8_HYPJQ, tr|G0RRQ7|G0RRQ7_HYPJQ, tr|G0RW85|G0RW85_HYPJQ	Pa_2_530|chrm2|Putative, Pa_6_4220|chrm6|Putative
Pa_6_4340	OG0002277	tr|Q2GUV4|Q2GUV4_CHAGB	tr|Q1K4V6|Q1K4V6_NEUCR	tr|F7W7Y4|F7W7Y4_SORMK	tr|G0RS44|G0RS44_HYPJQ	Pa_6_4340|chrm6|Putative
Pa_6_435	OG0009251					Pa_6_435|chrm6|Putative, Pa_6_495|chrm6|Putative
Pa_6_4350	OG0004123	tr|Q2GUV5|Q2GUV5_CHAGB	tr|Q1K4V5|Q1K4V5_NEUCR	tr|F7W7Y3|F7W7Y3_SORMK	tr|G0RD34|G0RD34_HYPJQ	Pa_6_4350|chrm6|Putative
Pa_6_4360	OG0006059	tr|Q2GUV6|Q2GUV6_CHAGB	tr|Q7RWP7|Q7RWP7_NEUCR	tr|F7W7Y2|F7W7Y2_SORMK		Pa_6_4360|chrm6|Putative
Pa_6_4450	OG0000890	tr|Q2GV00|Q2GV00_CHAGB	tr|Q1K5D9|Q1K5D9_NEUCR	tr|F7W850|F7W850_SORMK	tr|G0R8E8|G0R8E8_HYPJQ	Pa_1_543|chrm1|Putative, Pa_6_4450|chrm6|Putative
Pa_6_4490	OG0001026	tr|Q2GUY4|Q2GUY4_CHAGB	sp|P22697|CYS3_NEUCR, sp|Q96U48|YB960_NEUCR	tr|F7W7U9|F7W7U9_SORMK	tr|G0R8E2|G0R8E2_HYPJQ	Pa_6_4490|chrm6|Putative
Pa_6_450	OG0000263	tr|Q2GMV6|Q2GMV6_CHAGB, tr|Q2GQ66|Q2GQ66_CHAGB, tr|Q2H1N5|Q2H1N5_CHAGB, tr|Q2H1N6|Q2H1N6_CHAGB	tr|Q7S5D5|Q7S5D5_NEUCR	tr|F7W6K0|F7W6K0_SORMK	tr|G0RGD2|G0RGD2_HYPJQ, tr|G0RWI1|G0RWI1_HYPJQ	Pa_5_13030|chrm5|Putative, Pa_6_450|chrm6|Putative
Pa_6_4570	OG0003317	tr|Q2GUW1|Q2GUW1_CHAGB	tr|Q7RWQ1|Q7RWQ1_NEUCR	tr|F7W7X5|F7W7X5_SORMK	tr|G0RSH5|G0RSH5_HYPJQ	Pa_6_4570|chrm6|Putative
Pa_6_4690	OG0004617	tr|Q2GUW3|Q2GUW3_CHAGB	tr|Q1K4W3|Q1K4W3_NEUCR	tr|F7W7W9|F7W7W9_SORMK	tr|G0R7L9|G0R7L9_HYPJQ	Pa_6_4690|chrm6|Putative
Pa_6_4730	OG0005128	tr|Q2GUW5|Q2GUW5_CHAGB	sp|O60044|QCR2_NEUCR	tr|F7W7X2|F7W7X2_SORMK	tr|G0RLR0|G0RLR0_HYPJQ	Pa_6_4730|chrm6|Putative
Pa_6_4770	OG0001051	tr|Q2GUZ6|Q2GUZ6_CHAGB, tr|Q2H879|Q2H879_CHAGB	tr|Q7RW90|Q7RW90_NEUCR	tr|F7W812|F7W812_SORMK	tr|G0R8D8|G0R8D8_HYPJQ	Pa_6_4770|chrm6|Putative
Pa_6_4786	OG0000174	tr|Q2GSR4|Q2GSR4_CHAGB, tr|Q2HI35|Q2HI35_CHAGB	tr|Q1K588|Q1K588_NEUCR, tr|Q1K6I5|Q1K6I5_NEUCR	tr|F7VW05|F7VW05_SORMK, tr|F7WBR3|F7WBR3_SORMK	tr|G0RC34|G0RC34_HYPJQ, tr|G0REL1|G0REL1_HYPJQ, tr|G0RKW2|G0RKW2_HYPJQ	Pa_4_8560|chrm4|Putative, Pa_5_7760|chrm5|Putative, Pa_6_4786|chrm6|Putative
Pa_6_4840	OG0000551	tr|Q2GXC8|Q2GXC8_CHAGB	tr|Q7RY09|Q7RY09_NEUCR, tr|Q7S0V2|Q7S0V2_NEUCR	tr|F7W2S1|F7W2S1_SORMK, tr|F7W9Y8|F7W9Y8_SORMK, tr|F7W9Y9|F7W9Y9_SORMK		Pa_2_4310|chrm2|Putative, Pa_6_4840|chrm6|Putative
Pa_6_4860	OG0001365	tr|Q2GV99|Q2GV99_CHAGB	tr|F5HD67|F5HD67_NEUCR	tr|F7W9Z1|F7W9Z1_SORMK	tr|G0RJF3|G0RJF3_HYPJQ	Pa_6_4860|chrm6|Putative
Pa_6_4890	OG0007504	tr|Q2GV80|Q2GV80_CHAGB	tr|Q1K5F8|Q1K5F8_NEUCR			Pa_6_4890|chrm6|Putative
Pa_6_495	OG0009251					Pa_6_435|chrm6|Putative, Pa_6_495|chrm6|Putative
Pa_6_50	OG0002949	tr|Q2GU38|Q2GU38_CHAGB	tr|Q7SFG2|Q7SFG2_NEUCR	tr|F7VR61|F7VR61_SORMK		Pa_6_50|chrm6|Putative, Pa_7_4710|chrm7|Putative
Pa_6_500	OG0009269					Pa_6_2360|chrm6|Putative, Pa_6_500|chrm6|Putative
Pa_6_5010	OG0000143	tr|Q2GU27|Q2GU27_CHAGB	tr|Q1K8V7|Q1K8V7_NEUCR, tr|Q7SHF7|Q7SHF7_NEUCR	tr|F7VJZ7|F7VJZ7_SORMK, tr|F7VLA7|F7VLA7_SORMK	tr|G0RJU7|G0RJU7_HYPJQ, tr|G0RVV3|G0RVV3_HYPJQ, tr|G0RX83|G0RX83_HYPJQ	Pa_1_6410|chrm1|Putative, Pa_4_3445|chrm4|Putative, Pa_6_11400|chrm6|Putative, Pa_6_5010|chrm6|Putative, Pa_6_8890|chrm6|Putative
Pa_6_5020	OG0007204		tr|Q7RU45|Q7RU45_NEUCR	tr|F7VPC1|F7VPC1_SORMK	tr|G0RJI1|G0RJI1_HYPJQ	Pa_6_5020|chrm6|Putative
Pa_6_5110	OG0005691	tr|Q2GP28|Q2GP28_CHAGB	sp|Q9P3K8|MCH1_NEUCR	tr|F7VZG3|F7VZG3_SORMK	tr|G0RWM1|G0RWM1_HYPJQ	Pa_6_5110|chrm6|Putative
Pa_6_5280	OG0003630	tr|Q2GP00|Q2GP00_CHAGB	sp|Q8X071|ARO1_NEUCR	sp|D1ZA70|ARO1_SORMK	tr|G0RX15|G0RX15_HYPJQ	Pa_6_5280|chrm6|Putative
Pa_6_530	OG0001902	tr|Q2H8C2|Q2H8C2_CHAGB, tr|Q2H8L5|Q2H8L5_CHAGB, tr|Q2HBV0|Q2HBV0_CHAGB				Pa_4_1560|chrm4|Putative, Pa_6_530|chrm6|Putative
Pa_6_5320	OG0000925	tr|Q2GP03|Q2GP03_CHAGB	tr|Q1K4S3|Q1K4S3_NEUCR	tr|F7VPD0|F7VPD0_SORMK	tr|G0RGR7|G0RGR7_HYPJQ, tr|G0RKF0|G0RKF0_HYPJQ	Pa_6_5320|chrm6|Putative
Pa_6_5330	OG0006463	tr|Q2GP05|Q2GP05_CHAGB, tr|Q2H8F5|Q2H8F5_CHAGB		tr|F7VK19|F7VK19_SORMK		Pa_6_5330|chrm6|Putative
Pa_6_5390	OG0003828	tr|Q2GP12|Q2GP12_CHAGB	tr|Q1K4M4|Q1K4M4_NEUCR	tr|F7VPC4|F7VPC4_SORMK		Pa_6_2450|chrm6|Putative, Pa_6_5390|chrm6|Putative
Pa_6_540	OG0007212		tr|Q7S9R8|Q7S9R8_NEUCR	tr|F7W292|F7W292_SORMK	tr|G0RKJ2|G0RKJ2_HYPJQ	Pa_6_540|chrm6|Putative
Pa_6_5640	OG0005910	tr|Q2GP55|Q2GP55_CHAGB	tr|Q1K8J8|Q1K8J8_NEUCR	tr|F7VZK9|F7VZK9_SORMK	tr|G0RS82|G0RS82_HYPJQ	Pa_6_5640|chrm6|Putative
Pa_6_5759	OG0007147		tr|F5HBI8|F5HBI8_NEUCR	tr|F7VZJ9|F7VZJ9_SORMK	tr|G0R884|G0R884_HYPJQ	Pa_6_5759|chrm6|Putative
Pa_6_5790	OG0004994	tr|Q2GP63|Q2GP63_CHAGB	tr|Q7SCA7|Q7SCA7_NEUCR	tr|F7VZK7|F7VZK7_SORMK	tr|G0R887|G0R887_HYPJQ	Pa_6_5790|chrm6|Putative
Pa_6_5795	OG0000136	tr|Q2GP62|Q2GP62_CHAGB, tr|Q2GP67|Q2GP67_CHAGB	tr|Q1K8Q7|Q1K8Q7_NEUCR, tr|Q1K8Q8|Q1K8Q8_NEUCR, tr|Q7RUP7|Q7RUP7_NEUCR, tr|Q7SCA9|Q7SCA9_NEUCR	tr|F7VNY8|F7VNY8_SORMK, tr|F7VZK2|F7VZK2_SORMK, tr|F7VZK3|F7VZK3_SORMK, tr|F7VZK4|F7VZK4_SORMK, tr|F7VZK5|F7VZK5_SORMK	tr|G0R885|G0R885_HYPJQ, tr|G0R886|G0R886_HYPJQ	Pa_6_5795|chrm6|Putative
Pa_6_60	OG0007465	tr|Q2GU37|Q2GU37_CHAGB				Pa_6_60|chrm6|Putative, Pa_7_4700|chrm7|Putative
Pa_6_6150	OG0005661	sp|Q2H0G2|DCL1_CHAGB	sp|Q7S8J7|DCL1_NEUCR	tr|F7VNJ3|F7VNJ3_SORMK	tr|G0RVE8|G0RVE8_HYPJQ	Pa_6_6150|chrm6|Putative
Pa_6_6160	OG0000007	tr|Q2GML2|Q2GML2_CHAGB, tr|Q2GQI7|Q2GQI7_CHAGB, tr|Q2GZU0|Q2GZU0_CHAGB, tr|Q2HIE4|Q2HIE4_CHAGB		tr|F7VZA1|F7VZA1_SORMK, tr|F7W8W1|F7W8W1_SORMK, tr|F7WBX4|F7WBX4_SORMK		Pa_1_1090|chrm1|Putative, Pa_1_1200|chrm1|Putative, Pa_1_16550|chrm1|Putative, Pa_1_18340|chrm1|Putative, Pa_1_22060|chrm1|Putative, Pa_1_22410|chrm1|Putative, Pa_1_4700|chrm1|Putative, Pa_1_5550|chrm1|Putative, Pa_1_570|chrm1|Putative, Pa_2_13550|chrm2|Putative, Pa_2_4570|chrm2|Putative, Pa_2_4760|chrm2|Putative, Pa_2_4875|chrm2|Putative, Pa_2_8040|chrm2|Putative, Pa_3_5670|chrm3|Putative, Pa_3_6350|chrm3|Putative, Pa_3_6560|chrm3|Putative, Pa_4_1120|chrm4|Putative, Pa_4_1720|chrm4|Putative, Pa_4_1800|chrm4|Putative, Pa_4_2140|chrm4|Putative, Pa_4_4730|chrm4|Putative, Pa_5_10010|chrm5|Putative, Pa_5_10170|chrm5|Putative, Pa_5_11730|chrm5|Putative, Pa_5_12575|chrm5|Putative, Pa_5_12640|chrm5|Putative, Pa_5_12680|chrm5|Putative, Pa_5_12908|chrm5|Putative, Pa_5_170|chrm5|Putative, Pa_5_2470|chrm5|Putative, Pa_5_6470|chrm5|Putative, Pa_5_6900|chrm5|Putative, Pa_5_6910|chrm5|Putative, Pa_5_7390|chrm5|Putative, Pa_5_7650|chrm5|Putative, Pa_5_7900|chrm5|Putative, Pa_6_110|chrm6|Putative, Pa_6_2400|chrm6|Putative, Pa_6_470|chrm6|Putative, Pa_6_6160|chrm6|Putative, Pa_6_7500|chrm6|Putative, Pa_6_8460|chrm6|Putative, Pa_7_9390|chrm7|Putative
Pa_6_6200	OG0009253					Pa_1_8540|chrm1|Putative, Pa_6_6200|chrm6|Putative
Pa_6_6230	OG0000343	tr|Q2GPI9|Q2GPI9_CHAGB, tr|Q2H3F0|Q2H3F0_CHAGB, tr|Q2HHK5|Q2HHK5_CHAGB	tr|Q7SAD6|Q7SAD6_NEUCR	tr|F7VNV2|F7VNV2_SORMK	tr|G0RHC4|G0RHC4_HYPJQ, tr|G0RKQ2|G0RKQ2_HYPJQ	Pa_5_1810|chrm5|Putative, Pa_6_6230|chrm6|Putative
Pa_6_6260	OG0007756		tr|Q7RYD6|Q7RYD6_NEUCR	tr|F7VMD1|F7VMD1_SORMK		Pa_6_6260|chrm6|Putative
Pa_6_6275	OG0007910				tr|G0RDH3|G0RDH3_HYPJQ	Pa_1_13990|chrm1|Putative, Pa_6_6275|chrm6|Putative
Pa_6_6280	OG0007402	tr|Q2HCS5|Q2HCS5_CHAGB				Pa_6_6280|chrm6|Putative, Pa_6_90|chrm6|Putative
Pa_6_6330	OG0000607	tr|Q2H1X9|Q2H1X9_CHAGB	tr|Q7RWB4|Q7RWB4_NEUCR	tr|F7VMF0|F7VMF0_SORMK	tr|G0R912|G0R912_HYPJQ, tr|G0RFS5|G0RFS5_HYPJQ, tr|G0RVL7|G0RVL7_HYPJQ	Pa_6_6330|chrm6|Putative
Pa_6_6350	OG0007978	tr|Q2GMB0|Q2GMB0_CHAGB				Pa_6_6350|chrm6|Putative
Pa_6_6390	OG0006374	tr|Q2GPI6|Q2GPI6_CHAGB, tr|Q2H5L0|Q2H5L0_CHAGB				Pa_3_1900|chrm3|Putative, Pa_6_6390|chrm6|Putative
Pa_6_6400	OG0000078	tr|Q2GN95|Q2GN95_CHAGB, tr|Q2GZ11|Q2GZ11_CHAGB, tr|Q2GZB2|Q2GZB2_CHAGB, tr|Q2H5I3|Q2H5I3_CHAGB, tr|Q2HCI0|Q2HCI0_CHAGB, tr|Q2HCI7|Q2HCI7_CHAGB	tr|Q1K5S8|Q1K5S8_NEUCR, tr|Q7SDQ1|Q7SDQ1_NEUCR	tr|F7VLK3|F7VLK3_SORMK, tr|F7W2U2|F7W2U2_SORMK, tr|F7W777|F7W777_SORMK	sp|G0RUP7|XYN2_HYPJQ	Pa_1_1010|chrm1|Putative, Pa_1_250|chrm1|Putative, Pa_2_13730|chrm2|Putative, Pa_3_10360|chrm3|Putative, Pa_6_6400|chrm6|Putative
Pa_6_6460	OG0007607		tr|Q7RYE1|Q7RYE1_NEUCR		tr|G0R954|G0R954_HYPJQ	Pa_6_6460|chrm6|Putative
Pa_6_655	OG0006753	tr|Q2HC29|Q2HC29_CHAGB				Pa_5_1830|chrm5|Putative, Pa_5_3070|chrm5|Putative, Pa_6_655|chrm6|Putative
Pa_6_660	OG0000660	tr|Q2H2A4|Q2H2A4_CHAGB			tr|G0R9G8|G0R9G8_HYPJQ, tr|G0RC97|G0RC97_HYPJQ, tr|G0RM23|G0RM23_HYPJQ, tr|G0RSL4|G0RSL4_HYPJQ	Pa_6_10390|chrm6|Putative, Pa_6_660|chrm6|Putative
Pa_6_6630	OG0004131	tr|Q2H1U7|Q2H1U7_CHAGB	tr|Q7RWB1|Q7RWB1_NEUCR	tr|F7VME8|F7VME8_SORMK	tr|G0RC21|G0RC21_HYPJQ	Pa_6_6630|chrm6|Putative
Pa_6_6690	OG0004623	tr|Q2H1U1|Q2H1U1_CHAGB	tr|Q7S881|Q7S881_NEUCR	tr|F7VUB9|F7VUB9_SORMK	tr|G0RC11|G0RC11_HYPJQ	Pa_6_6690|chrm6|Putative
Pa_6_670	OG0000515	tr|Q2H1H9|Q2H1H9_CHAGB	tr|Q7S0G7|Q7S0G7_NEUCR	tr|F7VZF4|F7VZF4_SORMK, tr|F7WAT9|F7WAT9_SORMK	tr|G0R941|G0R941_HYPJQ, tr|G0RVN3|G0RVN3_HYPJQ	Pa_1_17940|chrm1|Putative, Pa_6_670|chrm6|Putative
Pa_6_6700	OG0000049	tr|Q2GMU7|Q2GMU7_CHAGB, tr|Q2GNG9|Q2GNG9_CHAGB, tr|Q2GPI2|Q2GPI2_CHAGB, tr|Q2GYN9|Q2GYN9_CHAGB, tr|Q2GZF6|Q2GZF6_CHAGB, tr|Q2HEP2|Q2HEP2_CHAGB	sp|Q9HGR3|FAEB_NEUCR, tr|Q7RYB3|Q7RYB3_NEUCR, tr|Q7S375|Q7S375_NEUCR, tr|Q7SET6|Q7SET6_NEUCR	tr|F7VMA3|F7VMA3_SORMK, tr|F7VQP2|F7VQP2_SORMK, tr|F7VZI8|F7VZI8_SORMK, tr|F7W5D0|F7W5D0_SORMK, tr|F7W9N6|F7W9N6_SORMK, tr|F7WA42|F7WA42_SORMK		Pa_1_4870|chrm1|Putative, Pa_3_830|chrm3|Putative, Pa_3_9660|chrm3|Putative, Pa_5_12620|chrm5|Putative, Pa_6_5620|chrm6|Putative, Pa_6_6700|chrm6|Putative
Pa_6_6730	OG0007120		tr|Q7RWA5|Q7RWA5_NEUCR, tr|Q7SBG0|Q7SBG0_NEUCR	tr|F7WBM6|F7WBM6_SORMK		Pa_6_6730|chrm6|Putative
Pa_6_6745	OG0000207	tr|Q2GRT0|Q2GRT0_CHAGB, tr|Q2H1S9|Q2H1S9_CHAGB	tr|V5IMC0|V5IMC0_NEUCR, tr|V5IML9|V5IML9_NEUCR, tr|V5INJ4|V5INJ4_NEUCR, tr|V5IP23|V5IP23_NEUCR	tr|F7VMA8|F7VMA8_SORMK, tr|F7VMA9|F7VMA9_SORMK	tr|G0RT45|G0RT45_HYPJQ, tr|G0RXM8|G0RXM8_HYPJQ	Pa_6_6745|chrm6|Putative
Pa_6_6780	OG0000180	tr|Q2GPX4|Q2GPX4_CHAGB, tr|Q2GQH5|Q2GQH5_CHAGB, tr|Q2H841|Q2H841_CHAGB, tr|Q2H8B8|Q2H8B8_CHAGB, tr|Q2HBH8|Q2HBH8_CHAGB	tr|Q7S4C7|Q7S4C7_NEUCR			Pa_0_150|chrm6|Putative, Pa_1_1100|chrm1|Putative, Pa_1_4970|chrm1|Putative, Pa_5_8530|chrm5|Putative, Pa_6_6780|chrm6|Putative, Pa_7_5020|chrm7|Putative
Pa_6_680	OG0000446		tr|F5HB65|F5HB65_NEUCR, tr|Q1K5L6|Q1K5L6_NEUCR	tr|F7VL03|F7VL03_SORMK, tr|F7WAP0|F7WAP0_SORMK	tr|G0RHI4|G0RHI4_HYPJQ, tr|G0RTM3|G0RTM3_HYPJQ	Pa_5_1840|chrm5|Putative, Pa_6_11310|chrm6|Putative, Pa_6_680|chrm6|Putative
Pa_6_6820	OG0000112	tr|Q2GU44|Q2GU44_CHAGB, tr|Q2H1T6|Q2H1T6_CHAGB	tr|Q7RYB1|Q7RYB1_NEUCR, tr|Q7SC04|Q7SC04_NEUCR	tr|F7VMA0|F7VMA0_SORMK, tr|F7VMA1|F7VMA1_SORMK, tr|F7W9L6|F7W9L6_SORMK	tr|G0RA02|G0RA02_HYPJQ, tr|G0RJK6|G0RJK6_HYPJQ, tr|G0RMG3|G0RMG3_HYPJQ, tr|G0RN26|G0RN26_HYPJQ, tr|G0RN31|G0RN31_HYPJQ	Pa_3_10170|chrm3|Putative, Pa_4_1750|chrm4|Putative, Pa_6_6820|chrm6|Putative
Pa_6_690	OG0006020				tr|G0RP22|G0RP22_HYPJQ	Pa_5_1827|chrm5|Putative, Pa_5_6640|chrm5|Putative, Pa_6_20|chrm6|Putative, Pa_6_690|chrm6|Putative
Pa_6_6980	OG0000002	tr|Q2GLZ8|Q2GLZ8_CHAGB, tr|Q2H4S2|Q2H4S2_CHAGB, tr|Q2HHU0|Q2HHU0_CHAGB		tr|F7W279|F7W279_SORMK		Pa_0_410|chrm4|Putative, Pa_0_500|chrm2|Putative, Pa_1_1070|chrm1|Putative, Pa_1_13110|chrm1|Putative, Pa_1_1400|chrm1|Putative, Pa_1_16490|chrm1|Putative, Pa_1_4680|chrm1|Putative, Pa_2_4380|chrm2|Putative, Pa_2_6790|chrm2|Putative, Pa_2_8770|chrm2|Putative, Pa_3_11010|chrm3|Putative, Pa_3_11340|chrm3|Putative, Pa_3_5550|chrm3|Putative, Pa_3_5620|chrm3|Putative, Pa_3_5700|chrm3|Putative, Pa_3_8510|chrm3|Putative, Pa_3_8530|chrm3|Putative, Pa_3_9610|chrm3|Putative, Pa_3_9700|chrm3|Putative, Pa_4_1225|chrm4|Putative, Pa_4_1250|chrm4|Putative, Pa_4_1550|chrm4|Putative, Pa_4_1900|chrm4|Putative, Pa_4_3490|chrm4|Putative, Pa_4_440|chrm4|Putative, Pa_4_4450|chrm4|Putative, Pa_5_10680|chrm5|Putative, Pa_5_1080|chrm5|Putative, Pa_5_12230|chrm5|Putative, Pa_5_12310|chrm5|Putative, Pa_5_12320|chrm5|Putative, Pa_5_12570|chrm5|Putative, Pa_5_240|chrm5|Putative, Pa_5_3380|chrm5|Putative, Pa_5_3520|chrm5|Putative, Pa_5_3590|chrm5|Putative, Pa_5_3920|chrm5|Putative, Pa_5_4510|chrm5|Putative, Pa_5_7300|chrm5|Putative, Pa_5_7690|chrm5|Putative, Pa_5_7850|chrm5|Putative, Pa_5_7870|chrm5|Putative, Pa_6_10460|chrm6|Putative, Pa_6_1970|chrm6|Putative, Pa_6_2290|chrm6|Putative, Pa_6_2390|chrm6|Putative, Pa_6_3200|chrm6|Putative, Pa_6_3470|chrm6|Putative, Pa_6_3480|chrm6|Putative, Pa_6_6980|chrm6|Putative, Pa_6_8050|chrm6|Putative, Pa_6_8270|chrm6|Putative, Pa_7_10750|chrm7|Putative, Pa_7_3460|chrm7|Putative, Pa_7_6240|chrm7|Putative, Pa_7_8910|chrm7|Putative
Pa_6_6990	OG0000118	tr|Q2H4F1|Q2H4F1_CHAGB, tr|Q2HGR6|Q2HGR6_CHAGB	tr|Q7RYA7|Q7RYA7_NEUCR, tr|V5IPZ1|V5IPZ1_NEUCR	tr|F7VM96|F7VM96_SORMK, tr|F7VUX5|F7VUX5_SORMK	tr|G0R7M8|G0R7M8_HYPJQ, tr|G0R9G0|G0R9G0_HYPJQ, tr|G0RQH3|G0RQH3_HYPJQ, tr|G0RRS0|G0RRS0_HYPJQ, tr|G0RTT0|G0RTT0_HYPJQ, tr|G0RVZ9|G0RVZ9_HYPJQ	Pa_1_19950|chrm1|Putative, Pa_2_930|chrm2|Putative, Pa_6_6990|chrm6|Putative
Pa_6_70	OG0000212	tr|Q2GYQ8|Q2GYQ8_CHAGB, tr|Q2HCR1|Q2HCR1_CHAGB, tr|Q2HCS2|Q2HCS2_CHAGB	tr|Q7RW97|Q7RW97_NEUCR, tr|Q7SD91|Q7SD91_NEUCR	tr|F7VR33|F7VR33_SORMK, tr|F7WBL3|F7WBL3_SORMK	tr|G0RTQ2|G0RTQ2_HYPJQ	Pa_1_30|chrm1|Putative, Pa_2_13770|chrm2|Putative, Pa_6_70|chrm6|Putative
Pa_6_7000	OG0000003	sp|Q2HDL4|LAEA_CHAGB, tr|Q2GT37|Q2GT37_CHAGB, tr|Q2GY65|Q2GY65_CHAGB, tr|Q2GYP1|Q2GYP1_CHAGB, tr|Q2GZ34|Q2GZ34_CHAGB, tr|Q2H011|Q2H011_CHAGB, tr|Q2H2N0|Q2H2N0_CHAGB, tr|Q2H4T6|Q2H4T6_CHAGB, tr|Q2H5I6|Q2H5I6_CHAGB, tr|Q2H7P3|Q2H7P3_CHAGB, tr|Q2HC05|Q2HC05_CHAGB, tr|Q2HGH6|Q2HGH6_CHAGB, tr|Q2HI85|Q2HI85_CHAGB	tr|Q1K5V1|Q1K5V1_NEUCR, tr|Q7S6T8|Q7S6T8_NEUCR, tr|Q7SH80|Q7SH80_NEUCR, tr|V5IP61|V5IP61_NEUCR, tr|V5IRQ7|V5IRQ7_NEUCR	tr|F7VMV9|F7VMV9_SORMK, tr|F7VQH9|F7VQH9_SORMK, tr|F7VRT3|F7VRT3_SORMK, tr|F7VTW5|F7VTW5_SORMK, tr|F7W1G5|F7W1G5_SORMK, tr|F7W7B2|F7W7B2_SORMK	sp|G0RNN3|LAEA_HYPJQ, tr|G0RA13|G0RA13_HYPJQ, tr|G0RIE5|G0RIE5_HYPJQ, tr|G0RIG7|G0RIG7_HYPJQ, tr|G0RIL2|G0RIL2_HYPJQ, tr|G0RJR2|G0RJR2_HYPJQ, tr|G0RK11|G0RK11_HYPJQ, tr|G0RKK1|G0RKK1_HYPJQ, tr|G0RM33|G0RM33_HYPJQ, tr|G0RQP9|G0RQP9_HYPJQ, tr|G0RT59|G0RT59_HYPJQ, tr|G0RTQ5|G0RTQ5_HYPJQ, tr|G0RWK1|G0RWK1_HYPJQ, tr|G0RXM9|G0RXM9_HYPJQ	Pa_1_17040|chrm1|Putative, Pa_1_2300|chrm1|Putative, Pa_2_14000|chrm2|Putative, Pa_2_1800|chrm2|Putative, Pa_2_4300|chrm2|Putative, Pa_3_2510|chrm3|Putative, Pa_3_3440|chrm3|Putative, Pa_3_560|chrm3|Putative, Pa_4_3180|chrm4|Putative, Pa_4_4590|chrm4|Putative, Pa_5_1060|chrm5|Putative, Pa_5_12360|chrm5|Putative, Pa_5_2670|chrm5|Putative, Pa_6_7000|chrm6|Putative, Pa_6_8560|chrm6|Putative, Pa_6_8910|chrm6|Putative, Pa_7_430|chrm7|Putative
Pa_6_7020	OG0009161				tr|G0RQM6|G0RQM6_HYPJQ	Pa_6_7020|chrm6|Putative
Pa_6_7100	OG0006047	tr|Q2H1Q3|Q2H1Q3_CHAGB	tr|Q7RY53|Q7RY53_NEUCR	tr|F7VM86|F7VM86_SORMK		Pa_6_7100|chrm6|Putative
Pa_6_7110	OG0003931	tr|Q2H1Q2|Q2H1Q2_CHAGB	tr|Q7RY52|Q7RY52_NEUCR	tr|F7VM85|F7VM85_SORMK	tr|G0R8T5|G0R8T5_HYPJQ	Pa_6_7110|chrm6|Putative
Pa_6_7130	OG0004380	tr|Q2H1Q0|Q2H1Q0_CHAGB	tr|Q7RY50|Q7RY50_NEUCR	tr|F7VNX8|F7VNX8_SORMK	tr|G0R8U1|G0R8U1_HYPJQ	Pa_6_7130|chrm6|Putative
Pa_6_7190	OG0000861	sp|Q2H1P3|SEC11_CHAGB	sp|Q7RY44|SEC11_NEUCR	tr|F7VNX2|F7VNX2_SORMK	tr|G0R8S3|G0R8S3_HYPJQ	Pa_6_7190|chrm6|Putative, Pa_7_3420|chrm7|Putative
Pa_6_7200	OG0007028		tr|V5IMK8|V5IMK8_NEUCR	tr|F7VNX1|F7VNX1_SORMK	tr|G0R8S5|G0R8S5_HYPJQ	Pa_6_7200|chrm6|Putative
Pa_6_7220	OG0001011	tr|Q2H1P0|Q2H1P0_CHAGB	tr|Q7RY41|Q7RY41_NEUCR	tr|F7VNW9|F7VNW9_SORMK	tr|G0R8S7|G0R8S7_HYPJQ, tr|G0RDK1|G0RDK1_HYPJQ	Pa_6_7220|chrm6|Putative
Pa_6_7250	OG0000372	tr|Q2GTA9|Q2GTA9_CHAGB, tr|Q2H1N7|Q2H1N7_CHAGB	tr|Q7RY37|Q7RY37_NEUCR	tr|F7VNW6|F7VNW6_SORMK	tr|G0RG04|G0RG04_HYPJQ, tr|G0RJR0|G0RJR0_HYPJQ	Pa_1_21360|chrm1|Putative, Pa_6_2057|chrm6|Putative, Pa_6_7250|chrm6|Putative
Pa_6_7300	OG0000092	tr|Q2GQC1|Q2GQC1_CHAGB, tr|Q2HEP3|Q2HEP3_CHAGB	tr|Q7SET5|Q7SET5_NEUCR	tr|F7VQP3|F7VQP3_SORMK	tr|G0RFV7|G0RFV7_HYPJQ, tr|G0RKH5|G0RKH5_HYPJQ, tr|G0RN05|G0RN05_HYPJQ	Pa_0_200|chrm6|Putative, Pa_1_1360|chrm1|Putative, Pa_1_4860|chrm1|Putative, Pa_1_5230|chrm1|Putative, Pa_4_6490|chrm4|Putative, Pa_5_3670|chrm5|Putative, Pa_5_370|chrm5|Putative, Pa_6_7300|chrm6|Putative, Pa_6_7770|chrm6|Putative
